time,yaw,pitch,roll
2020-12-06 22:41:53.1260,109.98,-1.1,3.84
2020-12-06 22:41:53.2260,110.29,-1.37,3.42
2020-12-06 22:41:53.3260,110.56,-1.0,2.35
2020-12-06 22:41:53.4250,110.09,-2.43,2.0
2020-12-06 22:41:53.5250,110.11,-2.52,1.42
2020-12-06 22:41:53.6250,109.82,-3.32,0.44
2020-12-06 22:41:53.7250,108.76,-4.82,0.68
2020-12-06 22:41:53.8240,108.6,-4.5,0.7
2020-12-06 22:41:53.9230,108.6,-5.34,0.63
2020-12-06 22:41:54.0240,108.78,-4.25,1.01
2020-12-06 22:41:54.1240,109.53,-2.79,1.08
2020-12-06 22:41:54.2230,109.48,-2.06,1.73
2020-12-06 22:41:54.3230,109.54,-1.63,2.03
2020-12-06 22:41:54.4230,109.45,-1.28,2.33
2020-12-06 22:41:54.5220,109.45,-1.24,2.5
2020-12-06 22:41:54.6210,109.1,-1.81,2.79
2020-12-06 22:41:54.7210,109.09,-2.38,2.82
2020-12-06 22:41:54.8210,109.02,-2.92,2.69
2020-12-06 22:41:54.9210,108.81,-3.19,2.92
2020-12-06 22:41:55.0210,108.23,-4.19,3.3
2020-12-06 22:41:55.1220,108.11,-3.89,3.47
2020-12-06 22:41:55.2210,108.18,-3.9,3.72
2020-12-06 22:41:55.3210,108.45,-2.68,3.86
2020-12-06 22:41:55.4200,108.5,-2.12,4.01
2020-12-06 22:41:55.5200,108.46,-1.53,4.06
2020-12-06 22:41:55.6190,108.84,0.12,4.23
2020-12-06 22:41:55.7200,109.49,2.07,4.67
2020-12-06 22:41:55.8200,109.27,2.2,4.78
2020-12-06 22:41:55.9180,108.8,1.78,4.72
2020-12-06 22:41:56.0190,107.98,0.71,4.96
2020-12-06 22:41:56.1190,107.02,-0.55,5.12
2020-12-06 22:41:56.2190,106.51,-0.99,5.78
2020-12-06 22:41:56.3190,106.56,-0.77,5.99
2020-12-06 22:41:56.4120,106.02,-1.5,6.18
2020-12-06 22:41:56.5120,105.99,-2.55,5.36
2020-12-06 22:41:56.6140,106.41,-3.63,3.9
2020-12-06 22:41:56.7110,106.92,-3.86,3.38
2020-12-06 22:41:56.8120,106.98,-4.43,3.27
2020-12-06 22:41:56.9120,106.99,-4.81,3.55
2020-12-06 22:41:57.0220,106.65,-5.17,4.2
2020-12-06 22:41:57.1210,106.65,-5.36,4.38
2020-12-06 22:41:57.2210,106.77,-5.39,3.67
2020-12-06 22:41:57.3210,106.8,-6.1,3.08
2020-12-06 22:41:57.4210,106.99,-6.64,1.94
2020-12-06 22:41:57.5220,107.2,-6.43,0.74
2020-12-06 22:41:57.6210,107.47,-7.03,0.17
2020-12-06 22:41:57.7200,106.97,-8.77,-0.73
2020-12-06 22:41:57.8190,106.94,-9.5,-0.94
2020-12-06 22:41:57.9200,106.58,-10.42,-1.82
2020-12-06 22:41:58.0190,106.34,-9.9,-2.03
2020-12-06 22:41:58.1180,106.26,-9.07,-1.98
2020-12-06 22:41:58.2180,106.29,-7.16,-1.24
2020-12-06 22:41:58.3190,106.63,-4.31,-0.86
2020-12-06 22:41:58.4180,107.72,-0.73,-0.39
2020-12-06 22:41:58.5180,108.89,2.27,0.76
2020-12-06 22:41:58.6180,109.05,1.46,0.52
2020-12-06 22:41:58.7180,108.42,-1.74,-3.08
2020-12-06 22:41:58.8170,107.11,-6.28,-4.33
2020-12-06 22:41:58.9180,106.53,-8.77,-7.35
2020-12-06 22:41:59.0180,105.68,-11.21,-7.97
2020-12-06 22:41:59.1180,103.96,-12.71,-9.24
2020-12-06 22:41:59.2170,103.68,-11.46,-8.51
2020-12-06 22:41:59.3170,103.86,-8.81,-7.18
2020-12-06 22:41:59.4170,104.91,-5.53,-7.22
2020-12-06 22:41:59.5160,105.22,-3.65,-6.92
2020-12-06 22:41:59.6160,105.01,-3.28,-6.14
2020-12-06 22:41:59.7160,104.24,-2.78,-5.24
2020-12-06 22:41:59.8150,104.8,-1.17,-4.26
2020-12-06 22:41:59.9150,105.18,-0.38,-4.4
2020-12-06 22:42:00.0140,105.03,0.8,-3.29
2020-12-06 22:42:00.1150,105.35,1.07,-2.9
2020-12-06 22:42:00.2140,106.12,2.24,-2.21
2020-12-06 22:42:00.3140,106.9,4.14,-2.47
2020-12-06 22:42:00.4160,107.49,6.89,-2.24
2020-12-06 22:42:00.5040,107.0,9.32,-0.79
2020-12-06 22:42:00.6050,106.33,11.29,1.15
2020-12-06 22:42:00.7060,105.76,12.15,1.79
2020-12-06 22:42:00.8020,105.48,13.33,2.67
2020-12-06 22:42:00.9030,105.23,14.38,3.6
2020-12-06 22:42:01.0040,105.54,15.25,3.4
2020-12-06 22:42:01.1020,104.75,14.16,3.16
2020-12-06 22:42:01.2030,104.4,13.19,2.59
2020-12-06 22:42:01.3030,104.01,10.52,1.13
2020-12-06 22:42:01.4030,103.71,7.56,-0.98
2020-12-06 22:42:01.5030,103.2,3.95,-2.36
2020-12-06 22:42:01.6010,103.28,1.87,-3.41
2020-12-06 22:42:01.7020,103.36,-1.14,-5.51
2020-12-06 22:42:01.8010,103.15,-3.38,-6.8
2020-12-06 22:42:01.9020,103.74,-5.56,-8.43
2020-12-06 22:42:02.0010,103.62,-7.98,-10.42
2020-12-06 22:42:02.1010,102.15,-11.06,-12.25
2020-12-06 22:42:02.2010,101.22,-13.7,-13.33
2020-12-06 22:42:02.3010,101.1,-13.88,-13.64
2020-12-06 22:42:02.3980,102.35,-11.31,-12.03
2020-12-06 22:42:02.5010,102.37,-11.39,-14.35
2020-12-06 22:42:02.6020,102.51,-12.73,-14.86
2020-12-06 22:42:02.7000,102.5,-13.46,-16.61
2020-12-06 22:42:02.8000,101.38,-15.16,-17.72
2020-12-06 22:42:02.9000,100.69,-16.47,-17.98
2020-12-06 22:42:02.9990,99.96,-18.11,-18.28
2020-12-06 22:42:03.0980,99.35,-19.74,-18.61
2020-12-06 22:42:03.1990,98.21,-20.42,-19.32
2020-12-06 22:42:03.2990,98.0,-19.56,-18.18
2020-12-06 22:42:03.3980,98.27,-18.16,-17.99
2020-12-06 22:42:03.4980,99.21,-16.03,-17.63
2020-12-06 22:42:03.5980,100.31,-13.21,-16.29
2020-12-06 22:42:03.6980,101.85,-10.62,-15.35
2020-12-06 22:42:03.7970,102.89,-8.43,-14.68
2020-12-06 22:42:03.8970,103.76,-6.87,-13.96
2020-12-06 22:42:03.9960,104.42,-5.44,-13.48
2020-12-06 22:42:04.0970,104.55,-4.87,-14.19
2020-12-06 22:42:04.1970,104.12,-6.97,-16.32
2020-12-06 22:42:04.2960,102.19,-10.66,-19.02
2020-12-06 22:42:04.3990,101.65,-12.0,-19.96
2020-12-06 22:42:04.4960,100.92,-12.83,-19.8
2020-12-06 22:42:04.5960,100.48,-12.16,-20.18
2020-12-06 22:42:04.6950,101.11,-11.3,-19.54
2020-12-06 22:42:04.7930,100.8,-10.19,-18.61
2020-12-06 22:42:04.8950,100.21,-9.29,-18.0
2020-12-06 22:42:04.9950,99.11,-8.15,-16.2
2020-12-06 22:42:05.0950,99.77,-6.42,-15.64
2020-12-06 22:42:05.1930,99.84,-6.71,-17.85
2020-12-06 22:42:05.2930,99.63,-9.52,-20.2
2020-12-06 22:42:05.3960,98.95,-12.29,-22.37
2020-12-06 22:42:05.4950,97.69,-14.73,-22.94
2020-12-06 22:42:05.5940,97.1,-15.07,-22.88
2020-12-06 22:42:05.6950,97.28,-14.06,-22.33
2020-12-06 22:42:05.7940,97.15,-13.5,-22.23
2020-12-06 22:42:05.8940,97.94,-12.23,-21.8
2020-12-06 22:42:05.9940,98.57,-10.62,-21.96
2020-12-06 22:42:06.0940,99.04,-8.85,-21.27
2020-12-06 22:42:06.1930,99.41,-6.84,-20.94
2020-12-06 22:42:06.2930,99.04,-6.7,-20.37
2020-12-06 22:42:06.3930,98.1,-8.99,-21.74
2020-12-06 22:42:06.4930,96.86,-11.76,-23.52
2020-12-06 22:42:06.5920,96.67,-12.91,-24.33
2020-12-06 22:42:06.6930,96.83,-12.93,-24.87
2020-12-06 22:42:06.7930,97.71,-10.92,-23.75
2020-12-06 22:42:06.8920,98.5,-8.98,-23.52
2020-12-06 22:42:06.9920,98.87,-7.73,-22.88
2020-12-06 22:42:07.0910,98.4,-8.79,-22.7
2020-12-06 22:42:07.1910,97.34,-10.97,-23.23
2020-12-06 22:42:07.2910,96.52,-12.7,-23.27
2020-12-06 22:42:07.3920,96.48,-13.12,-23.14
2020-12-06 22:42:07.4880,97.3,-12.32,-22.55
2020-12-06 22:42:07.5900,98.45,-11.16,-21.98
2020-12-06 22:42:07.6890,98.87,-10.24,-21.46
2020-12-06 22:42:07.7900,99.4,-9.71,-21.1
2020-12-06 22:42:07.8900,99.89,-9.05,-20.5
2020-12-06 22:42:07.9860,100.47,-8.26,-19.77
2020-12-06 22:42:08.0880,100.58,-6.7,-18.8
2020-12-06 22:42:08.1870,101.31,-4.34,-17.48
2020-12-06 22:42:08.2880,102.04,-1.78,-16.95
2020-12-06 22:42:08.3880,102.35,-0.12,-16.59
2020-12-06 22:42:08.4880,102.1,1.75,-15.97
2020-12-06 22:42:08.5830,101.93,3.45,-15.05
2020-12-06 22:42:08.6850,101.79,5.31,-14.72
2020-12-06 22:42:08.7860,101.67,6.96,-14.44
2020-12-06 22:42:08.8870,101.94,8.34,-14.14
2020-12-06 22:42:08.9870,101.69,8.23,-13.83
2020-12-06 22:42:09.0850,100.97,7.05,-13.91
2020-12-06 22:42:09.1860,100.84,6.2,-13.91
2020-12-06 22:42:09.2860,100.76,5.29,-14.17
2020-12-06 22:42:09.3860,100.76,4.99,-14.29
2020-12-06 22:42:09.4870,100.77,4.48,-14.47
2020-12-06 22:42:09.5840,100.85,3.81,-14.65
2020-12-06 22:42:09.6850,100.97,3.1,-14.8
2020-12-06 22:42:09.7850,101.0,2.49,-15.16
2020-12-06 22:42:09.8840,100.92,1.72,-15.67
2020-12-06 22:42:09.9830,100.91,0.83,-15.52
2020-12-06 22:42:10.0840,100.69,-0.65,-15.79
2020-12-06 22:42:10.1840,100.66,-2.29,-15.94
2020-12-06 22:42:10.2830,100.36,-3.95,-16.57
2020-12-06 22:42:10.3790,100.18,-4.78,-16.85
2020-12-06 22:42:10.4780,100.4,-4.57,-16.91
2020-12-06 22:42:10.5780,100.34,-4.32,-16.68
2020-12-06 22:42:10.6800,100.05,-4.6,-17.1
2020-12-06 22:42:10.7790,99.43,-5.73,-17.06
2020-12-06 22:42:10.8770,98.48,-7.82,-17.13
2020-12-06 22:42:10.9780,98.1,-9.05,-17.88
2020-12-06 22:42:11.0770,97.71,-9.71,-18.2
2020-12-06 22:42:11.1770,97.63,-9.32,-18.32
2020-12-06 22:42:11.2770,98.05,-8.08,-18.4
2020-12-06 22:42:11.3770,98.27,-7.43,-18.37
2020-12-06 22:42:11.4770,99.23,-6.22,-18.51
2020-12-06 22:42:11.5770,100.26,-5.36,-18.74
2020-12-06 22:42:11.6760,100.72,-4.66,-19.67
2020-12-06 22:42:11.7760,100.27,-5.36,-19.31
2020-12-06 22:42:11.8760,99.69,-6.24,-19.77
2020-12-06 22:42:11.9750,99.55,-6.86,-19.82
2020-12-06 22:42:12.0750,99.13,-6.51,-19.9
2020-12-06 22:42:12.1750,98.68,-6.51,-20.0
2020-12-06 22:42:12.2760,98.71,-6.16,-19.45
2020-12-06 22:42:12.3750,98.67,-5.94,-19.06
2020-12-06 22:42:12.4750,98.8,-5.34,-18.71
2020-12-06 22:42:12.5740,99.14,-5.22,-18.58
2020-12-06 22:42:12.6740,99.2,-5.33,-19.0
2020-12-06 22:42:12.7740,98.98,-5.57,-19.29
2020-12-06 22:42:12.8730,98.41,-6.35,-19.58
2020-12-06 22:42:12.9730,97.96,-6.76,-19.64
2020-12-06 22:42:13.0730,97.82,-6.69,-19.23
2020-12-06 22:42:13.1730,97.38,-6.43,-19.34
2020-12-06 22:42:13.2720,97.17,-6.47,-19.24
2020-12-06 22:42:13.3720,97.37,-5.68,-18.77
2020-12-06 22:42:13.4720,97.33,-5.27,-18.75
2020-12-06 22:42:13.5720,97.66,-4.77,-18.98
2020-12-06 22:42:13.6710,97.91,-4.89,-19.22
2020-12-06 22:42:13.7710,97.96,-5.17,-19.51
2020-12-06 22:42:13.8700,97.59,-5.75,-19.88
2020-12-06 22:42:13.9700,97.17,-6.5,-20.12
2020-12-06 22:42:14.0710,97.0,-7.58,-20.38
2020-12-06 22:42:14.1700,97.01,-8.36,-20.8
2020-12-06 22:42:14.2700,97.15,-8.13,-20.92
2020-12-06 22:42:14.3700,97.7,-7.34,-21.02
2020-12-06 22:42:14.5750,97.94,-6.76,-21.14
2020-12-06 22:42:14.5800,98.68,-5.53,-21.05
2020-12-06 22:42:15.0680,99.57,-4.45,-20.56
2020-12-06 22:42:15.0710,99.37,-4.47,-20.59
2020-12-06 22:42:15.0760,99.99,-4.31,-21.22
2020-12-06 22:42:15.0790,99.81,-4.84,-22.12
2020-12-06 22:42:15.0810,99.24,-5.15,-23.03
2020-12-06 22:42:15.1700,98.75,-5.35,-23.3
2020-12-06 22:44:18.7000,98.31,-5.54,-22.92
2020-12-06 22:44:18.7890,98.56,-4.39,-22.3
2020-12-06 22:44:18.7910,98.66,-3.36,-21.81
2020-12-06 22:44:18.7940,98.44,-2.23,-20.94
2020-12-06 22:44:18.7960,98.63,-0.36,-20.14
2020-12-06 22:44:18.7980,98.83,2.0,-17.28
2020-12-06 22:44:18.7990,99.92,5.87,-14.52
2020-12-06 22:44:18.8140,100.12,5.53,-16.28
2020-12-06 22:44:18.8160,100.25,5.69,-15.78
2020-12-06 22:44:18.8170,99.82,4.49,-16.08
2020-12-06 22:44:18.8410,98.65,1.77,-16.45
2020-12-06 22:44:18.8420,97.57,-1.19,-18.75
2020-12-06 22:44:18.8450,97.19,-2.08,-18.46
2020-12-06 22:44:18.8470,97.2,-1.95,-17.92
2020-12-06 22:44:18.8500,97.69,-1.31,-18.26
2020-12-06 22:44:18.8510,97.45,-1.26,-19.0
2020-12-06 22:44:18.8780,97.64,-1.37,-19.42
2020-12-06 22:44:18.8790,97.92,-1.0,-19.89
2020-12-06 22:44:18.8810,97.66,-0.99,-20.11
2020-12-06 22:44:18.8830,97.17,-0.65,-20.44
2020-12-06 22:44:18.8930,96.99,-0.85,-20.1
2020-12-06 22:44:18.8950,97.03,-0.4,-19.39
2020-12-06 22:44:18.8980,97.45,0.05,-18.65
2020-12-06 22:44:18.9000,97.88,-0.04,-18.52
2020-12-06 22:44:18.9030,98.91,-0.46,-18.8
2020-12-06 22:44:18.9270,99.45,-2.1,-19.4
2020-12-06 22:44:18.9290,99.83,-3.95,-19.94
2020-12-06 22:44:18.9320,99.75,-6.8,-20.44
2020-12-06 22:44:18.9340,98.24,-9.51,-21.58
2020-12-06 22:44:18.9400,97.8,-10.09,-21.77
2020-12-06 22:44:18.9410,97.93,-8.74,-21.11
2020-12-06 22:44:18.9440,98.59,-6.31,-20.19
2020-12-06 22:44:18.9460,98.94,-3.72,-20.41
2020-12-06 22:44:18.9480,99.64,-0.92,-20.21
2020-12-06 22:44:18.9510,100.83,2.76,-18.22
2020-12-06 22:44:18.9590,101.62,4.82,-16.91
2020-12-06 22:44:18.9620,100.7,4.76,-16.57
2020-12-06 22:44:18.9640,101.26,5.53,-15.88
2020-12-06 22:44:18.9660,101.37,3.59,-17.11
2020-12-06 22:44:18.9690,100.01,-0.56,-18.99
2020-12-06 22:44:18.9950,98.97,-3.06,-20.2
2020-12-06 22:44:18.9970,98.93,-3.72,-19.77
2020-12-06 22:44:19.0000,98.59,-4.31,-19.83
2020-12-06 22:44:19.0030,97.8,-4.28,-19.92
2020-12-06 22:44:19.0090,98.49,-3.45,-19.3
2020-12-06 22:44:19.0120,98.63,-3.78,-19.54
2020-12-06 22:44:19.0150,98.68,-3.97,-19.77
2020-12-06 22:44:19.0170,98.95,-4.1,-19.93
2020-12-06 22:44:19.0260,98.88,-4.88,-19.97
2020-12-06 22:44:19.0290,98.81,-6.21,-20.67
2020-12-06 22:44:19.0310,99.24,-6.79,-20.68
2020-12-06 22:44:19.0340,99.32,-6.66,-20.57
2020-12-06 22:44:19.0360,99.5,-5.96,-19.82
2020-12-06 22:44:19.0570,100.2,-5.36,-19.34
2020-12-06 22:44:19.0600,100.35,-5.46,-19.13
2020-12-06 22:44:19.0630,99.6,-6.63,-18.88
2020-12-06 22:44:19.0650,99.27,-7.35,-19.15
2020-12-06 22:44:19.0680,98.92,-7.39,-19.01
2020-12-06 22:44:19.0700,98.81,-7.07,-18.59
2020-12-06 22:44:19.0730,99.05,-6.13,-18.57
2020-12-06 22:44:19.0760,99.19,-4.59,-18.97
2020-12-06 22:44:19.0780,99.35,-1.99,-17.66
2020-12-06 22:44:19.0810,101.55,2.6,-16.06
2020-12-06 22:44:19.0830,102.37,4.29,-16.45
2020-12-06 22:44:19.0850,102.72,6.56,-16.88
2020-12-06 22:44:19.1500,101.85,9.37,-15.8
2020-12-06 22:44:19.1540,102.55,13.32,-14.22
2020-12-06 22:44:19.1560,101.67,14.54,-12.94
2020-12-06 22:44:19.1770,101.33,14.9,-13.98
2020-12-06 22:44:19.1810,100.72,13.97,-14.02
2020-12-06 22:44:19.1850,99.7,12.84,-14.25
2020-12-06 22:44:19.1870,98.81,11.59,-13.66
2020-12-06 22:44:19.3280,99.08,10.86,-13.57
2020-12-06 22:44:19.3360,98.13,7.34,-15.17
2020-12-06 22:44:19.3430,97.99,4.98,-17.35
2020-12-06 22:44:19.3480,97.3,2.72,-18.55
2020-12-06 22:44:19.3510,96.72,2.45,-18.14
2020-12-06 22:44:19.3540,97.38,4.22,-16.35
2020-12-06 22:44:19.3570,96.61,10.39,-18.48
2020-12-06 22:44:19.3600,94.55,10.85,-17.89
2020-12-06 22:44:19.3620,94.91,14.41,-17.57
2020-12-06 22:44:19.3770,95.23,18.77,-15.4
2020-12-06 22:44:19.3790,94.19,17.2,-14.66
2020-12-06 22:44:19.3820,93.2,14.98,-13.49
2020-12-06 22:44:19.3850,92.9,12.12,-14.03
2020-12-06 22:44:19.3880,92.91,10.17,-13.55
2020-12-06 22:44:19.3900,93.28,7.02,-16.71
2020-12-06 22:44:19.3920,92.44,3.54,-20.47
2020-12-06 22:44:19.3950,91.62,0.13,-22.39
2020-12-06 22:44:19.3970,91.63,0.8,-21.84
2020-12-06 22:44:19.3990,92.07,3.38,-20.25
2020-12-06 22:44:19.4020,93.75,6.21,-18.39
2020-12-06 22:44:19.4040,94.83,5.54,-18.9
2020-12-06 22:44:19.4060,93.93,1.88,-21.26
2020-12-06 22:44:19.4080,93.41,-1.5,-24.35
2020-12-06 22:44:19.4100,92.38,-4.9,-26.64
2020-12-06 22:44:19.4280,91.66,-7.12,-28.96
2020-12-06 22:44:19.4300,91.57,-7.35,-29.72
2020-12-06 22:44:19.4330,92.29,-6.28,-29.02
2020-12-06 22:44:19.4360,92.31,-7.19,-29.46
2020-12-06 22:44:19.4380,92.2,-8.58,-30.45
2020-12-06 22:44:19.4410,92.05,-10.42,-31.04
2020-12-06 22:44:19.4420,91.4,-11.82,-31.08
2020-12-06 22:44:19.4450,90.41,-12.12,-30.93
2020-12-06 22:44:19.4470,90.71,-11.27,-30.09
2020-12-06 22:44:19.4490,91.73,-9.01,-28.98
2020-12-06 22:44:19.4520,93.49,-5.38,-27.34
2020-12-06 22:44:19.4550,93.68,-4.17,-26.38
2020-12-06 22:44:19.4570,92.93,-5.3,-27.04
2020-12-06 22:44:19.4580,92.52,-6.28,-26.91
2020-12-06 22:44:19.4610,91.44,-7.5,-27.2
2020-12-06 22:44:19.4640,90.78,-8.42,-27.26
2020-12-06 22:44:19.4670,90.3,-9.19,-26.97
2020-12-06 22:44:19.4690,90.14,-9.89,-27.01
2020-12-06 22:44:19.4720,90.02,-10.51,-26.94
2020-12-06 22:44:19.4750,89.26,-11.86,-27.5
2020-12-06 22:44:19.4770,89.25,-12.66,-27.02
2020-12-06 22:44:19.4950,89.71,-12.77,-27.19
2020-12-06 22:44:19.4970,90.1,-11.28,-26.18
2020-12-06 22:44:19.5000,90.72,-9.31,-25.42
2020-12-06 22:44:19.5020,91.42,-7.09,-24.6
2020-12-06 22:44:19.5040,92.26,-4.74,-23.71
2020-12-06 22:44:19.5060,93.04,-2.02,-22.6
2020-12-06 22:44:19.5090,93.78,0.36,-21.45
2020-12-06 22:44:19.5110,94.07,1.17,-20.85
2020-12-06 22:44:19.5280,94.21,1.04,-21.44
2020-12-06 22:44:19.5300,93.8,0.95,-21.99
2020-12-06 22:44:19.5330,93.66,1.71,-21.93
2020-12-06 22:44:19.5350,93.85,3.09,-20.94
2020-12-06 22:44:19.5370,94.31,4.77,-19.9
2020-12-06 22:44:19.5390,94.77,6.24,-19.01
2020-12-06 22:44:19.5420,94.53,6.34,-19.26
2020-12-06 22:44:19.5430,93.99,6.04,-19.87
2020-12-06 22:44:19.5620,93.19,5.82,-19.93
2020-12-06 22:44:19.5640,93.21,6.69,-19.63
2020-12-06 22:44:19.5680,93.49,8.26,-19.11
2020-12-06 22:44:19.5700,94.12,9.96,-18.22
2020-12-06 22:44:19.5730,95.05,11.89,-17.76
2020-12-06 22:44:19.5760,95.97,13.57,-17.3
2020-12-06 22:44:19.5780,96.47,14.33,-16.63
2020-12-06 22:44:19.5950,96.77,14.07,-16.72
2020-12-06 22:44:19.5980,96.62,13.17,-17.16
2020-12-06 22:44:19.6010,96.12,12.44,-17.54
2020-12-06 22:44:19.6040,96.3,12.41,-16.36
2020-12-06 22:44:19.6080,-161.66,56.0,-9.69
2020-12-06 22:44:19.6110,-164.23,55.62,-5.57
2020-12-06 22:44:19.6140,-165.59,52.64,-1.61
2020-12-06 22:44:19.6270,-166.19,49.31,1.16
2020-12-06 22:44:19.6300,-170.16,45.2,-1.17
2020-12-06 22:44:19.6350,-178.87,40.4,2.74
2020-12-06 22:44:19.6370,175.16,36.24,3.29
2020-12-06 22:44:19.6390,166.87,34.06,3.99
2020-12-06 22:44:19.6420,161.51,35.61,3.55
